,Depth,Height,Width,Weight,Clarity,Cut,Polish,Symmetry,Fluorescence,Colour,Shape,Price
5807,3.97,4,2.44,0.24,70,40,40,40,10,4,90,945.54
5808,4.12,4.73,2.75,0.3,70,30,40,20,10,1,10,1088.41
5809,5.13,5.16,3.1,0.5,70,40,40,40,10,11,90,2090.55
5810,6.95,5.14,3.11,0.7,40,40,40,30,10,3,70,2151.67
5811,5.85,5.37,3.65,1.01,70,40,40,30,20,5,60,4036.32
5812,6.14,5.31,3.61,1,40,40,40,30,10,14,60,3468.24
5813,4.99,5.06,3.12,0.49,60,30,40,30,10,14,90,2070.39
5814,5.1,4.21,2.76,0.5,60,40,30,30,20,7,60,1046.08
5815,5.55,5.4,3.67,0.92,50,40,40,40,10,14,60,3632.78
5816,5.38,5.42,3.36,0.61,50,40,40,40,20,11,90,2081.4
5817,5.13,5.15,3.11,0.5,50,40,40,40,10,1,90,2471.74
5818,4.01,4.77,2.8,0.3,60,40,40,30,10,4,10,1116.84
5819,4.33,4.36,2.7,0.31,50,30,20,40,20,5,90,821.58
5820,4,4.72,2.79,0.3,50,40,40,30,10,12,10,943.9
5821,5.04,5.07,3.16,0.5,40,40,40,30,10,1,90,2067.78
5822,4.06,4.06,2.98,0.46,60,30,40,20,20,1,80,1256.24
5823,5.9,4.94,3.26,0.8,50,40,40,30,10,12,60,3019.15
5824,3.72,3.74,2.3,0.19,90,40,40,40,10,1,90,795.87
5825,4.01,4.04,2.41,0.23,70,40,40,40,10,12,90,951.72
5826,4.55,4.58,2.77,0.35,80,40,40,40,10,14,90,1445.41
5827,4.53,4.47,3.25,0.56,80,40,40,30,10,3,80,1823.39
5828,7.29,5.85,3.97,1.51,60,40,40,30,10,2,60,3840.15
5829,5.08,5.11,3.14,0.5,40,40,40,40,10,1,90,2028.98
5830,3.78,3.71,2.68,0.31,70,40,30,30,10,1,80,956.74
5831,3.69,3.71,2.21,0.18,100,40,40,40,10,4,90,875.5
5832,3.98,4.01,2.46,0.24,90,40,40,40,10,14,90,973.96
5833,5.08,5.1,3.15,0.5,40,40,40,40,10,4,90,2050.63
5834,4.99,5.04,3.22,0.5,50,30,40,30,40,1,90,2112.65
5835,6.36,5.95,3.95,1.3,100,40,30,40,20,19,60,3723.5
5836,7.03,6.81,4.74,1.9,50,30,40,40,10,1,60,18762.07
5837,4.3,4.64,2.65,0.3,50,20,30,20,10,1,10,930.75
5838,5.31,4.84,3.27,0.7,50,40,40,30,10,12,60,2289
5839,4.68,3.12,2.23,0.32,60,30,30,20,20,4,30,951.84
5840,5.71,5.59,3.77,1.01,70,40,40,30,10,1,60,6209.44
5841,4.09,4.63,2.74,0.3,50,40,30,30,10,3,10,948.46
5842,4.84,4.86,2.95,0.42,70,40,40,40,10,1,40,735.35
5843,6.19,5.25,3.57,1,70,40,40,30,10,5,60,4145.44
5844,3.85,3.87,2.39,0.22,70,40,40,40,10,4,90,902.39
5845,5.18,3.4,2.29,0.4,80,40,40,30,10,5,30,1292.58
5846,8.9,5.46,3.36,1,70,40,40,40,10,5,50,6497.14
5847,4.5,4.53,2.8,0.35,50,40,40,40,10,4,90,1401.03
5848,4.84,4.46,3.02,0.55,50,40,40,40,10,1,60,1587.37
5849,3.81,3.84,2.4,0.21,80,40,40,40,10,1,90,894.47
5850,4.72,4.23,2.95,0.5,90,30,40,30,60,13,60,822.17
5851,4.27,4.3,2.61,0.29,50,40,40,30,10,12,90,932.98
5852,4.55,5.01,2.94,0.37,50,40,40,30,20,5,10,856.42
5853,5.05,5.1,3.13,0.5,40,30,40,30,10,1,90,2020.46
5854,4.2,4.6,2.72,0.3,80,20,30,20,10,1,10,1023.97
5855,5.07,5.09,3.16,0.5,40,40,40,40,10,12,90,1960.6
5856,4.04,4.79,2.8,0.31,50,40,40,30,10,12,10,1002.83
5857,5.02,5.01,3.28,0.7,40,40,40,30,10,11,60,1675.92
5858,3.91,3.95,2.45,0.23,70,40,40,40,10,1,90,941.25
5859,3.93,3.96,2.38,0.23,70,40,40,40,10,12,90,930.75
5860,5.61,5.37,3.75,1,80,30,40,30,10,5,60,4541.88
5861,5.79,5.83,3.63,0.76,60,40,40,40,20,7,90,2077.81
5862,4.27,4.68,2.72,0.3,50,40,40,30,40,14,10,891.15
5863,4.97,3.66,2.42,0.42,70,40,40,30,10,14,30,1326.11
5864,5.21,3.94,2.39,0.5,50,30,30,10,20,12,30,1410.46
5865,4.13,4.15,2.54,0.26,70,40,40,40,10,12,90,1025.59
5866,4.24,4.29,2.67,0.3,60,40,40,30,20,7,90,846.08
5867,5.97,5.02,3.29,0.81,60,40,40,30,20,14,60,2842.98
5868,10.88,6.34,4.04,1.67,50,30,40,30,40,3,50,13643.46
5869,3.95,3.96,2.4,0.23,100,40,40,40,20,14,90,884.87
5870,6.58,4.44,2.67,0.5,60,40,20,20,20,13,70,765.12
5871,4.92,4.26,2.89,0.51,60,40,40,30,10,3,60,1586.1
5872,4.65,3.12,2.08,0.3,60,30,30,10,20,4,30,895.75
5873,4.5,4.52,2.49,0.31,70,40,30,20,10,11,90,872.38
5874,5.63,4.23,2.97,0.71,40,40,40,40,10,4,30,1188.14
5875,4.16,4.79,2.64,0.3,50,30,40,30,10,1,10,974.3
5876,3.85,3.88,2.34,0.21,100,40,40,40,10,1,90,933.86
5877,4.13,4.08,2.88,0.4,50,40,40,20,10,12,80,1160.79
5878,5.58,5.61,3.6,0.7,60,30,40,40,20,7,90,2082.93
5879,5.15,5.17,3.22,0.52,40,40,40,40,40,14,90,2085.93
5880,4.99,5.05,3.17,0.5,60,30,40,30,60,4,90,2111.79
5881,6.25,4.64,2.86,0.52,70,40,40,30,10,14,70,1968.26
5882,5.1,5.13,3.17,0.5,40,40,40,40,20,4,90,1984.06
5883,4.99,3.76,2.3,0.4,70,30,40,20,20,14,30,1184.37
5884,5.06,4.23,2.84,0.5,50,40,40,30,10,14,60,1374.14
5885,6.27,5.41,3.62,1,50,40,40,30,70,4,60,3546.45
5886,5.1,4.38,2.96,0.55,60,40,40,40,10,5,60,1479.49
5887,5.76,3.74,2.19,0.3,70,40,30,20,10,5,70,835.89
5888,4.94,4.91,3.42,0.7,70,30,40,30,10,4,60,3273.31
5889,5.17,4.77,3.34,0.71,80,30,40,30,10,5,60,2020.42
5890,7.5,3.42,1.92,0.3,70,40,40,30,10,4,20,1028.53
5891,4.95,4.99,3.17,0.5,40,30,40,30,10,1,90,2055.24
5892,7.45,5.69,3.58,1.01,50,30,30,30,10,1,70,2371.01
5893,4.56,3.33,2.16,0.31,60,30,40,20,20,5,30,755.06
5894,4.93,5,3.17,0.5,50,30,40,20,10,12,90,2028.32
5895,5.05,5.08,3.16,0.5,90,40,40,40,10,11,90,2092.21
5896,5.07,5.09,3.14,0.5,40,40,40,30,10,1,90,2075.87
5897,6.18,4.53,2.76,0.51,70,40,40,30,10,4,70,1974.55
5898,4.33,4.27,3.1,0.51,70,40,30,30,10,1,80,1925.69
5899,5.89,5.57,3.67,1,40,40,40,30,10,5,60,2829.81
5900,4.94,5,3.16,0.5,60,30,30,30,10,12,90,2470.85
5901,3.86,3.91,2.43,0.23,60,30,40,30,40,1,90,852.25
5902,6.54,6.59,4.03,1.07,30,40,40,40,10,1,40,1561.95
5903,5.2,3.84,2.58,0.5,60,40,30,20,20,5,30,1279.6
5904,6.15,5.26,3.47,1.02,40,40,40,30,10,2,60,2993.13
5905,3.96,3.9,2.62,0.33,80,40,40,30,10,1,80,1041.82
5906,4.34,4.27,3.09,0.52,40,40,40,30,10,14,80,1582.45
5907,8.49,5.56,3.47,1,30,40,40,30,60,13,50,2283.34
5908,3.89,3.92,2.44,0.23,80,40,40,40,10,14,90,895.38
5909,4.1,4.66,2.8,0.31,60,30,30,30,40,4,10,1036.38
5910,4.95,4,2.68,0.44,50,40,30,20,40,4,60,1059.29
5911,6.22,4.4,2.73,0.5,60,40,40,30,10,1,70,1960.6
5912,3.82,3.85,2.33,0.21,100,40,40,40,10,1,90,933.86
5913,4.98,5.02,3.21,0.51,40,30,40,30,10,7,90,1403.36
5914,6.19,4.56,2.76,0.5,70,40,40,30,10,1,70,1972.25
5915,5.06,3.82,2.65,0.5,60,30,30,20,10,5,30,1276.14
5916,6.72,4.28,2.7,0.51,40,30,40,30,20,11,70,1127.5
5917,5.09,3.65,2.39,0.41,60,40,40,30,10,14,30,1289.35
5918,4.2,4.69,2.59,0.31,70,40,40,30,10,3,10,1022.75
5919,4.74,4.32,2.94,0.51,50,40,40,40,10,3,60,1339.58
5920,3.78,3.8,2.33,0.2,70,40,40,40,10,12,90,843.61
5921,3.69,3.72,2.21,0.18,70,40,40,40,10,1,90,783.92
5922,9.62,5.51,3.63,1.2,40,20,40,30,20,7,50,4114.22
5923,4.24,4.29,2.65,0.3,60,40,40,30,20,11,90,915
5924,4.72,3.34,2.26,0.35,70,40,30,30,10,7,30,727.26
5925,4.03,4.06,2.47,0.24,60,40,40,40,10,12,90,940.3
5926,5.35,5.39,3.36,0.59,40,40,40,40,20,14,90,1973.9
5927,4.91,4.97,3.16,0.5,60,30,40,30,10,5,90,2049.9
5928,4.84,4.55,3.05,0.57,90,40,40,30,10,13,60,981.59
5929,6.56,4.44,2.64,0.5,60,30,40,20,60,6,70,770.27
5930,5.38,5.41,3.37,0.6,70,40,40,40,10,6,90,1536.74
5931,5.13,5.15,3.2,0.52,40,40,40,40,10,4,90,2187.2
5932,5.06,5.09,3.18,0.5,40,40,40,40,20,14,90,2062.7
5933,4.05,4.07,2.41,0.24,60,40,40,40,10,12,90,945.54
5934,3.9,3.93,2.45,0.23,70,40,40,40,10,4,90,915.2
5935,4.6,4.43,3,0.51,60,40,40,40,10,11,60,1131.6
5936,4.13,4.76,2.73,0.31,80,30,40,30,10,14,10,1058.38
5937,4.56,5.28,2.97,0.41,70,40,40,30,10,13,10,782.15
5938,4.26,4.72,2.65,0.31,70,40,40,30,10,14,10,1119.17
5939,6.36,5.61,3.92,1.2,40,30,40,30,20,5,60,3129.89
5940,3.78,3.8,2.3,0.2,70,40,40,40,40,14,90,794.28
5941,5,5.02,3.21,0.5,40,30,40,40,10,1,90,2098.3
5942,5.11,5.14,3.1,0.5,50,40,40,30,10,5,90,1985.09
5943,5.06,5.1,3.18,0.51,40,40,30,30,10,14,90,2096.46
5944,6.87,4.38,2.59,0.5,70,30,30,20,10,4,70,1790.38
5945,6.29,5.26,3.57,1,70,40,40,30,10,10,60,2249.55
5946,5.42,5.01,3.4,0.8,40,40,40,30,10,12,60,2390.34
5947,4.33,4.35,2.64,0.3,40,40,40,30,10,3,90,931.73
5948,4.18,4.25,2.57,0.3,50,20,20,20,10,3,90,934.76
5949,3.91,3.92,2.36,0.22,80,40,40,40,10,1,90,919.85
5950,4.22,4.17,2.9,0.42,90,40,40,30,10,14,80,1423.99
5951,4.29,4.52,2.46,0.3,60,20,40,30,10,5,10,858.18
5952,5.86,5.91,3.72,0.81,50,40,40,40,10,4,40,1477.71
5953,4.28,4.31,2.66,0.3,60,30,40,20,10,7,90,804.98
5954,4.04,4.06,2.39,0.24,60,40,40,40,10,12,90,940.3
5955,5.45,5.43,3.79,0.96,70,30,40,30,20,5,60,3642.69
5956,3.94,3.96,2.38,0.23,70,40,40,40,20,1,90,909.74
5957,4.75,4.77,2.87,0.4,50,40,30,30,10,12,90,1481.86
5958,5.47,3.47,2.18,0.41,80,40,40,30,20,12,30,1430.74
5959,5.75,5.77,3.44,0.7,50,40,40,40,10,13,90,2046.41
5960,4,4.03,2.44,0.24,80,40,40,40,10,14,90,935.85
5961,3.91,3.94,2.42,0.23,70,40,40,40,10,12,90,930.75
5962,5.88,4.96,3.22,0.8,50,40,40,30,20,12,60,2697.24
5963,3.78,3.8,2.33,0.2,80,40,40,40,10,1,90,862.56
5964,3.68,3.71,2.29,0.19,80,40,30,30,10,4,90,824.43
5965,4.69,4.32,2.95,0.51,70,30,40,20,10,13,60,839.64
5966,3.92,3.94,2.45,0.23,70,40,40,40,10,1,90,935.79
5967,4.88,3.18,2.03,0.3,70,40,30,30,10,4,30,1058.95
5968,5.04,5.06,3.17,0.5,90,40,40,40,20,5,90,2041.33
5969,4.02,4.03,2.45,0.24,80,40,40,40,10,14,90,930.14
5970,4.49,4.44,3.16,0.5,50,40,40,30,10,4,80,1798.16
5971,5.23,4.9,3.32,0.73,50,40,40,40,10,5,60,2160.24
5972,4.63,4.69,2.93,0.4,70,30,40,30,20,12,90,1539.35
5973,6.19,6.22,3.68,0.9,70,30,40,30,10,1,40,2056.86
5974,5.71,5.26,3.56,0.9,50,40,40,30,10,3,60,3223.18
5975,6.99,6.58,4.16,1.59,70,20,30,30,10,5,60,3909.51
5976,3.72,3.74,2.29,0.19,100,40,40,40,10,4,90,897.36
5977,3.98,4,2.42,0.23,70,40,40,40,10,12,90,920.22
5978,4.3,4.33,2.68,0.3,40,40,40,40,10,14,90,932.78
5979,4.02,4.78,2.8,0.31,40,40,40,30,10,12,10,756.65
5980,4.63,3.23,2.23,0.3,70,40,40,30,10,5,30,868.37
5981,6.36,4.79,3.34,1,40,20,40,30,10,16,40,1742.3
5982,3.75,3.78,2.3,0.2,80,40,40,30,10,1,90,820.63
5983,4.39,3.23,2.21,0.31,70,40,40,30,20,4,30,1012.78
5984,3.96,3.99,2.46,0.23,70,40,40,40,10,12,90,925.68
5985,3.89,3.91,2.45,0.23,70,40,40,40,10,12,90,925.68
5986,3.83,3.85,2.34,0.21,100,40,40,40,10,1,90,933.86
5987,3.89,3.83,2.77,0.33,80,40,30,20,10,12,80,1013.41
5988,5.25,5.28,3.29,0.56,50,40,40,40,20,19,90,849.06
5989,5.01,5.04,3.18,0.5,50,30,40,30,40,5,90,1532.76
5990,5.49,5.42,3.66,0.9,40,40,40,40,10,5,60,2478.23
5991,3.91,3.93,2.45,0.23,80,40,40,40,20,14,90,869.37
5992,4.77,3.27,2.14,0.31,60,40,40,10,40,12,30,897.05
5993,5.77,5.8,3.63,0.75,40,40,40,40,10,6,90,1535.11
5994,4.3,4.33,2.69,0.3,40,40,40,40,10,3,90,974.84
5995,3.93,3.95,2.46,0.23,70,40,40,40,10,12,90,935.79
5996,6.96,4.62,2.78,0.58,40,40,40,30,40,5,70,1177.26
5997,3.99,4,2.41,0.23,80,40,40,40,10,14,90,895.38
5998,4.53,4.43,3,0.51,80,40,40,30,10,5,60,1324.64
5999,5.64,5.56,3.78,1.01,50,40,40,40,60,7,60,2147.83
6000,4.14,4.53,2.75,0.3,50,20,30,20,20,12,10,864.27
6001,4.88,3.29,2.13,0.32,80,30,40,20,20,5,30,828.02
6002,4.86,3.57,2.38,0.4,90,40,40,20,20,12,30,1310.12
6003,4.49,4.52,2.81,0.35,60,30,40,40,20,4,90,1211.76
6004,3.93,3.96,2.39,0.23,70,40,40,40,10,1,90,915.2
6005,5.5,5,3.4,0.8,60,40,40,40,10,5,60,2301.83
6006,4.94,5,3.22,0.5,50,30,40,30,20,1,90,2088.23
6007,4.47,4.27,3.05,0.5,70,20,40,30,10,3,60,1491.53
6008,4.63,4.69,2.93,0.4,70,30,40,30,20,12,90,1539.35
6009,5.18,5.12,3.48,0.8,70,40,40,30,40,11,60,1917.39
6010,5.03,5.06,3.17,0.5,50,40,40,40,10,12,90,2452.69
6011,4.94,4.98,3.18,0.5,90,30,40,40,10,11,90,2067.07
6012,4.34,4.4,2.57,0.3,50,30,40,30,40,11,90,832.33
6013,8.2,4.12,2.44,0.5,90,40,40,30,40,4,20,2020.53
6014,3.66,3.69,2.21,0.18,70,40,40,40,10,1,90,762.66
6015,4.27,4.32,2.57,0.3,50,20,30,20,40,12,90,923.08
6016,4.29,4.33,2.65,0.3,40,40,40,30,10,14,90,946.4
6017,5.09,5.12,3.09,0.5,40,40,40,40,20,12,90,2094.76
6018,4.35,4.37,2.6,0.3,70,40,30,40,60,13,90,737.55
6019,5.06,5.09,3.18,0.5,90,40,40,40,10,6,90,1497.46
6020,3.93,3.95,2.44,0.23,70,40,40,40,10,1,90,935.79
6021,5.2,3.61,2.25,0.42,90,40,40,30,10,3,30,1412.05
6022,5.26,5.19,3.52,0.81,80,40,40,40,10,5,60,2359.81
6023,3.92,3.95,2.42,0.23,80,40,40,40,20,1,90,934.71
6024,3.97,3.99,2.38,0.23,80,40,40,40,10,1,90,975.43
6025,5.62,5.47,3.71,0.91,50,30,40,40,10,12,60,2077.41
6026,7.61,5.09,3.07,0.81,40,40,40,40,60,6,70,983.07
6027,4.17,4.72,2.68,0.3,40,40,40,20,10,5,10,658.42
6028,5.23,3.53,2.39,0.4,70,40,40,20,10,1,30,1277.72
6029,3.98,4.7,2.71,0.3,50,40,40,30,10,12,10,959.11
6030,4.91,4.19,2.84,0.5,60,40,40,30,20,1,60,1591.24
6031,4.76,4.33,2.94,0.51,70,40,40,40,10,14,60,1627.21
6032,8.28,5.51,3.54,1,40,30,40,30,10,3,50,4379.77
6033,5.1,5.13,3.11,0.5,70,40,40,40,40,5,90,2353.56
6034,5.11,5.13,3.2,0.51,40,40,40,40,10,4,90,2053.42
6035,7.07,4.55,2.67,0.53,90,40,40,30,40,3,70,1730.02
6036,4.8,4.77,3.23,0.66,40,40,40,40,40,2,60,1014.51
6037,4.59,4.62,2.95,0.4,50,30,40,30,10,1,90,1403.43
6038,5.06,5.09,3.18,0.5,50,40,40,40,10,5,90,2040.22
6039,4.69,4.72,2.9,0.4,60,40,40,30,10,14,90,1529.11
6040,5.08,5.14,3.1,0.5,60,30,40,20,10,3,90,2304.07
6041,5.67,5.26,3.51,0.86,60,40,40,30,20,1,60,3514.76
6042,5.13,5.16,3.1,0.5,40,40,40,40,10,12,90,2049.78
6043,3.93,3.96,2.45,0.23,70,40,40,40,10,1,90,935.79
6044,3.93,3.95,2.42,0.23,70,40,40,40,10,4,90,920.22
6045,5.14,5.17,3.13,0.51,70,40,40,40,10,11,90,2055.01
6046,4.24,4.19,3.11,0.5,60,30,40,20,10,11,80,1262.46
6047,5.36,5.28,3.69,0.9,70,30,40,40,10,11,60,3280
6048,4.2,4.15,2.95,0.41,80,40,30,30,10,14,80,1315.73
6049,3.89,3.91,2.38,0.22,70,40,40,40,10,12,90,908.34
6050,4,4.03,2.45,0.24,70,40,40,40,20,1,90,951.23
6051,5.88,4.87,3.31,0.8,40,40,40,30,10,5,60,2240.43
6052,8.03,4.73,3,0.7,40,30,30,30,20,3,50,2054.93
6053,6.61,5.62,3.93,1.29,90,30,40,40,10,5,60,7307.85
6054,4.89,3.61,2.43,0.41,100,40,40,20,10,14,30,1273.53
6055,4.46,4.39,3.19,0.52,50,40,40,40,20,1,80,1646.55
6056,4.98,5.04,3.13,0.5,60,30,40,20,10,12,90,2304.43
6057,5.73,5.76,3.49,0.7,50,40,40,40,10,12,90,1530.36
6058,5.03,5.06,3.18,0.5,40,30,30,30,10,12,90,2066.92
6059,3.98,4.84,2.71,0.3,50,30,40,20,10,1,10,930.75
6060,6.61,6.45,4.36,1.57,40,40,40,40,10,7,60,4829.5
6061,4.04,4.03,2.93,0.4,100,40,40,30,10,14,80,1437.21
6062,3.97,3.99,2.37,0.23,70,40,40,40,10,12,90,935.79
6063,5.2,5.19,3.5,0.8,60,30,40,20,10,11,60,2076.37
6064,4.31,4.24,3.07,0.5,50,40,40,30,10,12,80,1465.45
6065,6.66,4.42,2.71,0.5,50,40,40,30,10,12,70,1680.01
6066,5.85,5.1,3.47,0.9,50,40,40,20,10,3,60,3203.4
6067,6.66,4.35,2.73,0.5,50,40,40,30,10,14,70,1663.45
6068,4.98,5.03,3.12,0.5,50,30,40,30,10,12,90,2323.97
6069,5,4.73,3.15,0.66,20,40,30,30,20,2,60,1014.51
6070,4.86,3.11,2.01,0.3,70,30,40,30,20,4,30,951.98
6071,4.67,4.71,2.94,0.4,70,40,40,40,10,5,90,1481.22
6072,7.65,4.56,2.8,0.59,70,40,40,30,60,1,50,2110.71
6073,6.29,4.31,2.74,0.5,40,30,40,30,10,13,70,778.97
6074,4.8,4.83,2.92,0.41,50,40,40,40,20,1,90,1520.86
6075,5.23,5.16,3.85,0.96,50,30,40,30,60,17,80,1462.87
6076,6.37,5.73,3.8,1.2,30,30,40,30,40,4,60,4338.46
6077,3.88,4.68,2.76,0.3,70,20,30,20,20,5,10,786.71
6078,3.93,3.95,2.45,0.23,70,40,40,40,10,12,90,930.75
6079,6.3,5.72,3.87,1.2,40,40,40,30,10,6,60,1938.54
6080,5.05,4.88,3.31,0.7,50,40,40,40,10,1,60,2487.6
6081,5.06,5.08,3.19,0.5,70,40,40,40,10,11,90,2041.08
6082,3.81,3.83,2.25,0.2,80,40,40,40,10,1,90,866.95
6083,4.93,5,3.16,0.5,40,30,40,30,10,12,90,2044.11
6084,3.94,3.96,2.43,0.23,80,40,40,30,10,4,90,928.86
6085,6.44,4.62,2.69,0.5,60,40,30,20,10,4,70,1768.87
6086,3.97,4.01,2.43,0.23,70,40,40,40,10,12,90,925.68
6087,5.88,5.9,3.67,0.8,40,40,40,40,10,4,40,1286.42
6088,5.13,4.13,2.8,0.5,50,40,30,20,10,1,60,1226.85
6089,3.9,4.68,2.73,0.3,50,20,30,20,10,5,10,750.7
6090,5.4,5.13,3.46,0.8,50,40,40,30,10,1,60,2696.13
6091,3.87,4.65,2.74,0.3,50,30,40,20,10,1,10,885.56
6092,4.57,3.38,2.12,0.31,90,40,40,10,10,4,30,1065.76
6093,4.36,4.38,2.65,0.3,40,40,40,40,10,3,90,942.38
6094,4.32,4.34,2.67,0.3,40,40,40,30,40,4,90,864.82
6095,5.32,4.87,3.29,0.7,50,40,40,30,10,1,60,2421.52
6096,4.55,4.58,2.82,0.35,50,40,40,40,10,4,90,1401.03
6097,4.84,3.55,2.38,0.4,80,40,40,30,10,14,30,1263.48
6098,3.92,3.95,2.45,0.23,70,40,40,40,10,1,90,925.68
6099,4.32,5,3.06,0.4,70,20,40,30,40,11,10,1001.16
6100,4.75,3.26,2.04,0.31,70,30,30,20,20,4,30,926.34
6101,5.15,5.19,3.09,0.5,70,40,40,40,10,11,90,1990.14
6102,4.25,4.65,2.62,0.3,70,40,40,30,60,5,10,887.62
6103,6.33,4.59,2.73,0.5,40,40,40,20,60,6,70,714.13
6104,4.57,4.63,2.96,0.4,80,30,30,30,10,12,90,1537.97
6105,5.26,4.73,3.3,0.7,80,30,40,30,40,2,60,1888.93
6106,4.49,4.52,2.79,0.35,50,40,40,40,10,13,90,804.12
6107,3.83,4.59,2.75,0.3,50,30,40,30,10,4,10,958.57
6108,10.85,7.22,4.5,2.29,40,40,40,40,20,17,50,6560.13
6109,4.83,3.18,2.09,0.32,80,40,30,30,20,12,30,1012.99
6110,5.12,5.14,3.14,0.5,60,40,30,30,10,12,90,2448.26
6111,6.68,5.69,3.77,1.2,40,40,40,30,20,3,60,4861.95
6112,4.33,4.25,3.07,0.5,70,40,40,20,10,3,80,1663.91
6113,4.5,3.38,2.18,0.3,50,30,40,30,20,1,30,887.1
6114,4.5,4.42,2.96,0.5,90,40,40,30,10,5,80,1704.47
6115,5.16,5.18,3.12,0.51,40,40,30,40,10,12,90,2090.33
6116,4.99,3.77,2.25,0.4,60,30,30,30,10,4,30,1329.03
6117,5.79,3.65,2.2,0.29,60,40,30,30,20,12,70,929.06
6118,4.57,5.02,2.89,0.38,80,30,40,20,20,5,10,1008.54
6119,6.26,5.48,3.56,1.02,80,40,40,30,40,9,60,2358.92
6120,10.89,7.17,4.43,2,50,40,40,40,10,7,50,15925.23
6121,5.01,5.07,3.05,0.5,40,20,40,30,10,4,90,1963.17
6122,5.04,3.8,2.66,0.5,70,30,30,20,10,5,30,1423.83
6123,6.76,4.47,2.79,0.5,70,40,40,30,10,1,50,2296.93
6124,4.28,4.22,3.08,0.51,70,40,40,30,10,11,80,1510.2
6125,8.19,4.88,2.95,0.7,50,40,40,30,10,1,50,2957.87
6126,5.02,5.06,3.18,0.5,50,40,40,30,10,7,90,1516.45
6127,4.95,5,3.12,0.5,60,30,40,30,10,4,90,2447.17
6128,4.17,4.53,2.68,0.3,50,40,40,30,10,4,10,1013.39
6129,6.33,4.94,3.42,1,60,30,40,40,60,6,40,1770.9
6130,5.77,5.53,3.74,1.01,100,40,40,30,20,2,60,3521.16
6131,6.25,5.25,3.53,0.96,40,40,40,30,10,3,60,3800.19
6132,4.87,3.45,2.03,0.32,80,40,20,10,10,12,30,1013.49
6133,5.22,4.61,3.17,0.66,80,40,40,20,20,2,60,1978.75
6134,3.72,3.74,2.29,0.19,100,40,40,40,10,4,90,897.36
6135,7.76,5.55,3.48,1,40,40,40,40,20,13,70,1599.11
6136,4.73,4.74,2.9,0.4,60,30,40,40,10,5,90,1329.02
6137,6.31,4.49,2.8,0.5,50,40,30,30,10,11,70,1147.23
6138,3.94,3.95,2.42,0.23,70,40,40,40,10,12,90,935.79
6139,4.19,4.89,2.79,0.33,50,40,40,30,10,1,10,928.62
6140,4.83,3.25,2.19,0.32,60,30,30,30,10,12,30,974.57
6141,6.11,5.51,3.43,1,40,40,30,30,20,11,60,2699.52
6142,4.3,4.32,2.65,0.3,40,40,40,40,10,5,90,884.06
6143,3.93,3.96,2.42,0.23,70,40,40,40,10,1,90,930.75
6144,4.97,3.67,2.33,0.4,60,40,30,30,10,7,30,881.57
6145,3.94,4.73,2.65,0.3,70,30,40,20,20,14,10,988.04
6146,3.98,4,2.42,0.23,70,40,40,40,10,12,90,920.22
6147,4.31,4.35,2.62,0.3,40,30,20,30,10,1,90,937.31
6148,6.25,4.49,2.78,0.5,60,40,40,30,10,3,70,1663.86
6149,5.68,5,3.39,0.8,90,40,40,30,10,11,60,2361.12
6150,5.03,5.09,3.07,0.5,60,20,30,10,10,12,90,2058.59
6151,4.27,4.3,2.61,0.29,50,40,40,30,10,12,90,932.98
6152,4.17,4.04,2.99,0.41,50,30,40,20,10,12,80,1066.25
6153,4.27,4.31,2.64,0.3,40,40,30,30,10,12,90,876.52
6154,5.79,5.28,3.58,0.91,70,40,40,40,10,14,60,4527.24
6155,6.69,6.38,4.32,1.71,40,40,40,30,10,9,60,2895.53
6156,3.94,4.46,2.64,0.27,80,40,30,30,10,14,10,975.86
6157,4.91,4.97,3.19,0.5,50,30,30,30,20,4,90,2080.16
6158,5.03,3.15,2.15,0.33,80,30,30,20,10,12,30,1061.4
6159,4.01,4.05,2.46,0.24,60,40,40,40,10,12,90,940.3
6160,5.58,5.44,3.64,0.91,60,40,40,40,10,14,60,3908.68
6161,5.03,5.1,3.11,0.5,50,30,30,20,10,1,90,2077.89
6162,4.01,4.03,2.47,0.24,60,40,40,30,10,12,90,934.6
6163,4.8,3.16,2.06,0.3,80,40,30,20,10,1,30,1014.34
6164,4.57,4.63,2.96,0.4,80,30,30,30,10,12,90,1537.97
6165,3.96,3.98,2.42,0.23,70,40,40,40,10,12,90,935.79
6166,5.7,5.73,3.56,0.72,70,40,40,40,10,6,90,2090.41
6167,5.14,5.17,3.1,0.5,50,40,40,40,10,5,90,2041.08
6168,3.63,3.65,2.27,0.18,100,40,40,40,10,1,90,840.83
6169,5.11,3.49,2.35,0.4,50,40,40,20,10,12,30,1066.14
6170,5.86,5.3,3.7,1,50,30,40,20,10,14,60,3703.38
6171,4.28,4.3,2.64,0.3,50,40,40,40,20,5,90,922.64
6172,3.72,3.74,2.3,0.19,90,40,40,40,10,1,90,795.87
6173,5.17,4.77,3.34,0.71,80,30,40,30,10,5,60,2020.42
6174,5.28,5.04,3.52,0.85,70,40,40,20,40,2,60,2251.42
6175,6.71,4.34,2.68,0.5,60,40,40,30,40,1,70,1746.83
6176,4.21,4.59,2.57,0.3,50,40,40,20,60,5,10,713.21
6177,4.56,4.47,3.12,0.56,40,40,40,20,20,2,60,1611.85
6178,5.88,5.41,3.67,1,60,40,40,40,10,14,60,4994.6
