Depth,Height,Width,Shape,Weight,Clarity,Colour,Cut,Polish,Symmetry,Fluorescence,Price
4.95,3.21,2.04,30,0.3,90.0,4,40.0,30.0,20,10,1057.5
5.37,3.83,2.43,30,0.5,50.0,13,40.0,40.0,30,10,1034.31
4.63,3.35,2.15,30,0.32,70.0,12,40.0,40.0,30,10,1034.6
4.74,3.2,2.17,30,0.32,70.0,12,40.0,30.0,20,10,1035.18
4.84,3.21,2.1,30,0.31,70.0,12,40.0,30.0,30,10,1035.36
4.78,3.22,2.1,30,0.3,70.0,4,40.0,40.0,30,10,1035.63
4.58,3.38,2.29,30,0.32,100.0,1,40.0,20.0,20,10,1035.63
4.64,3.13,2.01,30,0.3,90.0,4,40.0,30.0,20,10,1035.72
4.49,3.33,2.19,30,0.3,60.0,1,40.0,40.0,30,10,1036.14
5.11,3.48,2.28,30,0.4,50.0,14,40.0,30.0,20,20,1036.38
4.85,3.4,2.26,30,0.34,90.0,12,40.0,30.0,30,20,1036.71
4.44,3.28,2.24,30,0.31,80.0,1,40.0,40.0,20,10,1036.88
4.39,3.25,2.21,30,0.31,80.0,1,40.0,20.0,20,10,1036.88
4.81,3.28,2.18,30,0.33,70.0,12,40.0,40.0,20,10,1036.88
4.84,3.23,1.9,30,0.3,90.0,1,30.0,40.0,30,10,1037.24
4.83,3.11,2.07,30,0.3,90.0,1,40.0,30.0,30,20,1037.24
5.35,3.73,2.56,30,0.49,60.0,5,30.0,40.0,30,20,1326.02
4.97,3.66,2.42,30,0.42,70.0,14,40.0,40.0,30,10,1326.11
5.14,3.38,2.3,30,0.4,60.0,12,40.0,40.0,20,10,1326.33
5.21,3.47,2.24,30,0.4,70.0,14,40.0,30.0,20,10,1326.33
5.72,3.74,2.41,30,0.52,60.0,11,40.0,40.0,30,10,1326.65
5.3,3.38,2.24,30,0.41,60.0,1,40.0,20.0,30,10,1328.24
4.94,3.73,2.34,30,0.4,60.0,1,40.0,40.0,30,10,1328.48
5.3,3.58,2.33,30,0.42,90.0,14,40.0,40.0,40,20,1328.93
5.06,3.8,2.38,30,0.41,80.0,4,30.0,40.0,30,20,1328.98
5.35,3.45,2.24,30,0.4,70.0,4,30.0,30.0,20,20,1329.02
4.99,3.77,2.25,30,0.4,60.0,4,30.0,30.0,30,10,1329.03
5.67,3.77,2.44,30,0.52,70.0,11,40.0,30.0,20,20,1329.32
5.1,3.53,2.23,30,0.4,60.0,1,40.0,30.0,30,10,1329.81
5.78,3.73,2.45,30,0.52,50.0,5,40.0,40.0,30,20,1330.4
5.42,3.53,2.29,30,0.41,60.0,12,40.0,30.0,20,10,1330.96
4.5,3.33,2.15,30,0.3,90.0,4,40.0,40.0,30,10,1140.11
4.59,3.36,2.13,30,0.31,90.0,1,40.0,40.0,30,10,1140.65
5.01,3.27,2.14,30,0.34,80.0,12,40.0,40.0,30,10,1141.31
5.92,3.76,2.24,30,0.5,40.0,12,30.0,40.0,30,10,1142.87
5.11,3.44,2.35,30,0.4,90.0,5,40.0,40.0,30,10,1143.18
4.9,3.17,2.16,30,0.32,90.0,1,40.0,30.0,20,10,1143.35
4.81,3.13,2.13,30,0.32,80.0,4,40.0,40.0,30,10,1143.35
5.24,3.3,2.26,30,0.4,60.0,14,20.0,40.0,20,20,1143.79
4.93,3.7,2.4,30,0.4,50.0,4,40.0,30.0,20,10,1143.79
5.58,3.71,2.45,30,0.52,90.0,7,40.0,40.0,20,60,1143.99
5.25,3.41,2.19,30,0.39,60.0,4,30.0,30.0,30,20,1144.1
4.9,3.65,2.35,30,0.41,60.0,3,30.0,40.0,20,10,1144.57
4.86,3.54,2.38,30,0.4,60.0,3,40.0,40.0,30,20,1145.23
5.0,3.47,2.37,30,0.4,60.0,3,40.0,30.0,20,20,1145.23
5.26,3.78,2.57,30,0.5,60.0,7,40.0,40.0,20,20,1145.9
5.59,3.59,2.33,30,0.45,100.0,11,40.0,40.0,30,20,1170.83
4.81,3.53,2.32,30,0.37,80.0,1,40.0,40.0,30,10,1172.15
5.26,3.42,2.19,30,0.4,40.0,4,40.0,40.0,30,10,1172.2
5.19,3.33,2.22,30,0.35,80.0,1,40.0,30.0,30,10,1173.2
4.64,3.52,2.52,30,0.4,60.0,14,20.0,30.0,20,10,1173.54
4.58,3.1,2.14,30,0.3,100.0,4,40.0,30.0,20,10,1173.57
5.02,3.75,2.7,30,0.5,60.0,11,20.0,30.0,20,20,1173.79
5.16,3.79,2.59,30,0.5,60.0,5,40.0,40.0,30,10,1174.15
5.32,3.48,2.21,30,0.4,60.0,14,30.0,30.0,20,10,1174.21
4.58,3.37,2.27,30,0.33,90.0,1,40.0,30.0,30,10,1175.14
4.96,3.21,2.1,30,0.33,90.0,1,40.0,40.0,30,10,1175.14
4.84,3.54,2.27,30,0.36,70.0,1,40.0,40.0,40,10,1175.83
4.91,3.19,2.13,30,0.31,90.0,4,40.0,30.0,30,10,1176.27
4.98,3.64,2.38,30,0.42,80.0,1,40.0,40.0,30,40,1176.27
4.97,3.51,2.36,30,0.4,60.0,4,30.0,30.0,10,10,1176.97
4.9,3.59,2.27,30,0.4,70.0,3,40.0,40.0,30,10,1284.47
5.43,3.45,2.23,30,0.41,60.0,3,40.0,40.0,40,10,1285.26
4.98,3.67,2.3,30,0.4,90.0,14,40.0,40.0,20,10,1285.8
5.18,3.83,2.61,30,0.52,40.0,5,40.0,40.0,30,10,1286.36
5.11,3.5,2.34,30,0.4,80.0,12,40.0,30.0,20,10,1287.1
4.72,3.16,2.16,30,0.31,100.0,4,40.0,40.0,30,10,1287.39
5.53,3.84,2.34,30,0.5,40.0,3,30.0,30.0,20,10,1287.86
4.49,3.3,2.25,30,0.32,100.0,4,40.0,40.0,30,10,1288.19
5.21,3.53,2.24,30,0.4,70.0,4,30.0,40.0,20,10,1288.46
5.22,3.53,2.34,30,0.41,60.0,1,30.0,30.0,20,10,1288.76
5.02,3.6,2.42,30,0.41,60.0,12,40.0,30.0,30,20,1288.76
5.09,3.65,2.39,30,0.41,60.0,14,40.0,40.0,30,10,1289.35
5.56,3.53,2.41,30,0.46,50.0,1,30.0,40.0,20,10,1289.67
4.97,3.8,2.41,30,0.41,90.0,12,40.0,40.0,30,20,1290.11
4.9,3.7,2.47,30,0.41,60.0,1,40.0,40.0,30,20,1290.13
4.72,3.44,2.23,30,0.34,80.0,1,40.0,30.0,30,10,1155.08
5.52,3.58,2.5,30,0.5,50.0,11,30.0,20.0,20,10,1155.23
4.68,3.29,2.12,30,0.31,90.0,4,40.0,40.0,30,10,1155.28
4.65,3.24,2.12,30,0.3,90.0,4,40.0,40.0,30,10,1155.32
5.55,3.65,2.5,30,0.5,50.0,11,40.0,40.0,40,10,1155.94
4.83,3.47,2.4,30,0.4,80.0,3,30.0,30.0,30,20,1156.64
5.19,3.41,2.33,30,0.4,70.0,12,40.0,30.0,30,40,1156.7
4.93,3.4,2.35,30,0.38,80.0,1,30.0,40.0,30,10,1156.81
4.92,3.21,2.16,30,0.33,70.0,4,40.0,40.0,30,10,1158.38
5.33,3.56,2.24,30,0.43,80.0,5,40.0,30.0,10,10,1158.55
5.08,3.76,2.35,30,0.44,90.0,3,40.0,30.0,30,40,1159.07
4.47,3.23,2.16,30,0.3,100.0,4,40.0,40.0,20,10,1159.37
4.56,3.36,2.19,30,0.31,90.0,4,40.0,30.0,20,10,1159.56
4.6,3.26,2.19,30,0.32,90.0,1,40.0,40.0,30,10,1161.2
4.83,3.56,2.45,30,0.4,60.0,14,30.0,40.0,20,10,1161.37
5.06,3.37,2.35,30,0.4,70.0,14,30.0,30.0,20,10,1176.98
4.74,3.51,2.5,30,0.4,80.0,5,30.0,40.0,20,10,1177.59
4.74,3.37,2.2,30,0.32,90.0,1,40.0,40.0,30,10,1177.96
4.94,3.64,2.32,30,0.4,80.0,4,40.0,30.0,30,40,1179.79
4.65,3.51,2.45,30,0.4,70.0,14,30.0,40.0,20,10,1181.66
4.84,3.53,2.36,30,0.4,90.0,5,40.0,40.0,20,10,1182.36
4.95,3.44,2.37,30,0.4,60.0,4,30.0,40.0,20,20,1182.41
5.08,3.5,2.34,30,0.4,50.0,14,40.0,30.0,30,10,1182.43
5.01,3.53,2.42,30,0.4,80.0,3,30.0,40.0,30,20,1183.0
4.96,3.24,2.07,30,0.34,90.0,12,40.0,40.0,30,10,1183.24
4.53,3.33,2.24,30,0.31,100.0,4,40.0,40.0,20,10,1184.12
4.99,3.76,2.3,30,0.4,70.0,14,30.0,40.0,20,20,1184.37
5.19,3.81,2.6,30,0.5,80.0,7,40.0,40.0,30,20,1185.32
5.26,3.51,2.31,30,0.4,80.0,3,40.0,30.0,20,10,1185.7
5.36,3.46,2.21,30,0.4,70.0,12,40.0,30.0,20,10,1290.55
5.03,3.62,2.38,30,0.4,70.0,12,40.0,40.0,20,10,1290.55
4.7,3.48,2.35,30,0.4,70.0,1,30.0,30.0,30,10,1290.62
5.24,3.48,2.31,30,0.41,60.0,1,40.0,40.0,30,40,1290.74
5.14,3.81,2.6,30,0.5,70.0,11,40.0,40.0,30,10,1291.19
5.23,3.47,2.27,30,0.41,60.0,4,40.0,40.0,30,20,1291.5
5.18,3.57,2.33,30,0.4,60.0,1,40.0,30.0,30,20,1291.89
5.14,3.4,2.26,30,0.4,90.0,3,40.0,30.0,30,10,1291.89
5.38,3.44,2.16,30,0.4,70.0,14,30.0,40.0,30,10,1291.97
5.02,3.78,2.65,30,0.5,70.0,11,30.0,40.0,20,20,1292.53
5.18,3.4,2.29,30,0.4,80.0,5,40.0,40.0,30,10,1292.58
4.95,3.48,2.38,30,0.4,70.0,12,30.0,40.0,30,10,1292.63
5.41,3.52,2.26,30,0.43,90.0,3,40.0,30.0,30,10,1292.93
4.94,3.5,2.41,30,0.4,60.0,12,30.0,40.0,30,10,1293.26
4.72,3.56,2.46,30,0.4,60.0,12,40.0,30.0,30,10,1293.26
5.83,3.87,2.47,30,0.57,80.0,13,40.0,30.0,20,10,1198.33
4.73,3.32,2.15,30,0.32,100.0,4,40.0,40.0,20,10,1199.6
4.65,3.41,2.17,30,0.33,90.0,4,40.0,40.0,30,10,1199.71
5.34,3.86,2.53,30,0.5,50.0,5,40.0,30.0,30,10,1199.94
5.13,3.36,2.34,30,0.4,60.0,1,30.0,40.0,30,20,1199.98
4.74,3.54,2.4,30,0.4,60.0,12,30.0,40.0,20,10,1199.98
4.77,3.52,2.41,30,0.4,60.0,12,30.0,40.0,30,20,1199.98
4.67,3.21,2.06,30,0.31,100.0,4,40.0,40.0,30,10,1200.41
5.2,3.4,2.2,30,0.4,70.0,14,30.0,30.0,20,10,1201.25
4.68,3.52,2.46,30,0.4,60.0,12,30.0,40.0,30,10,1201.96
4.96,3.81,2.42,30,0.41,80.0,3,30.0,40.0,30,10,1202.05
5.3,3.92,2.5,30,0.51,80.0,7,40.0,40.0,30,10,1202.1
5.52,4.09,2.79,30,0.62,40.0,7,40.0,30.0,30,40,1202.55
6.01,3.92,2.62,30,0.59,80.0,13,30.0,30.0,20,10,1202.59
4.87,3.49,2.37,30,0.4,90.0,5,40.0,30.0,20,10,1202.65
5.17,3.51,2.23,30,0.4,80.0,4,40.0,40.0,30,60,1277.07
5.19,3.81,2.39,30,0.46,50.0,1,40.0,40.0,30,10,1277.12
5.23,3.53,2.39,30,0.4,70.0,1,40.0,40.0,20,10,1277.72
5.28,4.0,2.39,30,0.5,70.0,5,30.0,40.0,30,10,1277.73
4.8,3.5,2.39,30,0.4,60.0,12,40.0,40.0,30,10,1277.78
5.55,3.51,2.4,30,0.47,80.0,5,40.0,40.0,20,10,1277.78
5.21,3.93,2.75,30,0.55,60.0,11,30.0,40.0,20,20,1277.78
5.65,3.67,2.4,30,0.51,60.0,11,40.0,40.0,30,10,1279.25
5.74,4.24,2.8,30,0.7,50.0,1,40.0,40.0,40,10,1279.4
5.02,4.93,3.11,30,0.7,50.0,1,40.0,40.0,40,10,1279.4
5.2,3.84,2.58,30,0.5,60.0,5,40.0,30.0,20,20,1279.6
4.77,3.58,2.33,30,0.4,60.0,12,30.0,20.0,30,10,1279.77
4.76,3.57,2.45,30,0.4,80.0,1,30.0,30.0,20,10,1280.34
5.35,3.87,2.64,30,0.52,60.0,11,40.0,30.0,30,10,1281.09
5.25,3.95,2.76,30,0.57,60.0,7,30.0,40.0,40,20,1281.12
4.88,3.21,2.11,30,0.32,80.0,1,40.0,40.0,30,10,1133.52
5.02,3.53,2.32,30,0.4,50.0,4,30.0,30.0,20,10,1133.65
4.5,3.27,2.17,30,0.31,90.0,1,40.0,30.0,30,10,1135.48
6.06,3.9,2.53,30,0.59,50.0,13,40.0,30.0,30,10,1135.71
5.01,3.52,2.27,30,0.4,60.0,3,40.0,30.0,20,10,1136.46
4.87,3.23,2.21,30,0.35,90.0,12,40.0,40.0,30,10,1136.53
5.28,3.61,2.11,30,0.4,80.0,3,30.0,40.0,10,10,1137.03
4.87,3.56,2.39,30,0.4,80.0,14,40.0,30.0,20,10,1137.07
5.06,3.71,2.35,30,0.42,80.0,14,40.0,40.0,30,40,1137.37
4.52,3.32,2.18,30,0.3,90.0,4,40.0,40.0,30,10,1137.56
4.92,3.63,2.29,30,0.4,60.0,12,40.0,30.0,20,10,1138.52
4.79,3.57,2.41,30,0.4,60.0,12,30.0,20.0,20,10,1139.08
5.37,3.97,2.54,30,0.5,90.0,13,40.0,40.0,20,20,1139.13
4.82,3.14,2.15,30,0.31,90.0,4,40.0,40.0,20,10,1139.57
4.55,3.36,2.29,30,0.33,90.0,1,30.0,30.0,20,10,1140.06
4.9,3.51,2.36,30,0.4,60.0,12,30.0,40.0,30,10,1272.94
5.61,3.53,2.02,30,0.41,90.0,1,30.0,40.0,30,60,1273.42
4.89,3.61,2.43,30,0.41,100.0,14,40.0,40.0,20,10,1273.53
4.95,3.65,2.4,30,0.4,60.0,14,40.0,40.0,20,10,1273.58
5.09,3.64,2.26,30,0.4,70.0,4,40.0,40.0,20,10,1273.58
4.91,3.49,2.29,30,0.4,60.0,12,40.0,40.0,30,10,1273.65
4.92,3.67,2.29,30,0.4,70.0,12,30.0,40.0,30,10,1274.94
5.47,3.52,2.08,30,0.4,70.0,1,40.0,30.0,20,20,1275.07
4.9,3.61,2.46,30,0.41,60.0,1,40.0,30.0,20,10,1275.49
5.18,3.5,2.27,30,0.41,60.0,12,40.0,40.0,20,20,1275.51
5.23,3.88,2.62,30,0.52,90.0,7,40.0,40.0,30,20,1275.76
5.54,3.9,2.34,30,0.5,60.0,7,30.0,30.0,30,10,1275.95
5.06,3.82,2.65,30,0.5,60.0,5,30.0,30.0,20,10,1276.14
5.32,3.46,2.24,30,0.4,70.0,1,40.0,40.0,30,20,1276.32
4.95,3.53,2.41,30,0.4,60.0,1,30.0,30.0,30,10,1277.01
5.51,3.64,2.48,30,0.5,80.0,7,40.0,40.0,20,40,1146.77
4.8,3.16,2.1,30,0.31,90.0,1,40.0,40.0,30,10,1147.0
4.83,3.56,2.4,30,0.4,60.0,3,40.0,40.0,30,10,1147.17
5.15,3.8,2.59,30,0.5,80.0,7,30.0,30.0,30,10,1147.19
5.02,3.53,2.31,30,0.41,60.0,4,40.0,40.0,30,40,1148.07
4.86,3.64,2.35,30,0.4,70.0,14,30.0,40.0,20,10,1148.59
4.7,3.47,2.35,30,0.36,70.0,4,40.0,40.0,30,10,1149.61
4.58,3.38,2.2,30,0.31,90.0,12,40.0,40.0,40,10,1150.05
4.58,3.39,2.3,30,0.35,80.0,4,40.0,30.0,30,10,1150.79
4.63,3.4,2.25,30,0.35,90.0,1,40.0,30.0,30,20,1151.31
4.66,3.24,2.15,30,0.31,90.0,4,40.0,40.0,20,10,1151.63
4.93,3.42,2.29,30,0.36,80.0,4,40.0,40.0,20,10,1152.06
5.21,3.45,2.35,30,0.4,80.0,3,40.0,40.0,30,10,1153.26
5.81,4.25,2.74,30,0.68,70.0,16,40.0,40.0,30,10,1153.52
4.62,3.48,2.26,30,0.35,90.0,14,40.0,40.0,30,10,1153.7
5.1,3.66,2.47,30,0.45,50.0,14,40.0,40.0,20,10,1161.67
4.95,3.73,2.28,30,0.4,50.0,14,40.0,40.0,30,10,1162.09
4.53,3.32,2.24,30,0.33,90.0,1,40.0,40.0,30,10,1163.48
4.94,3.27,2.11,30,0.33,90.0,1,40.0,40.0,20,10,1163.48
4.86,3.39,2.15,30,0.35,90.0,1,40.0,40.0,20,10,1163.8
5.15,3.79,2.59,30,0.51,70.0,7,40.0,30.0,30,10,1164.15
4.51,3.46,2.24,30,0.31,90.0,4,40.0,20.0,30,10,1164.21
5.22,3.56,2.21,30,0.41,70.0,5,40.0,30.0,20,10,1164.66
5.34,3.45,2.14,30,0.4,90.0,5,40.0,30.0,20,10,1164.76
5.49,3.49,2.06,30,0.4,90.0,3,30.0,20.0,20,20,1164.88
4.63,3.43,2.19,30,0.32,90.0,4,40.0,40.0,30,10,1164.9
4.78,3.53,2.27,30,0.36,90.0,1,40.0,40.0,30,20,1164.92
5.06,3.8,2.66,30,0.5,60.0,7,30.0,40.0,30,20,1165.31
5.1,3.61,2.36,30,0.41,60.0,3,40.0,30.0,20,20,1165.41
5.08,3.85,2.65,30,0.5,40.0,1,30.0,30.0,20,20,1165.48
4.95,3.66,2.38,30,0.41,80.0,5,40.0,30.0,30,10,1203.45
4.92,3.64,2.32,30,0.4,60.0,14,30.0,40.0,20,10,1203.96
4.79,3.48,2.43,30,0.4,70.0,3,30.0,40.0,20,10,1204.07
4.86,3.23,2.2,30,0.33,90.0,1,40.0,40.0,30,10,1204.23
4.79,3.43,2.07,30,0.33,90.0,1,30.0,40.0,40,10,1204.23
5.37,3.69,2.53,30,0.48,40.0,4,40.0,40.0,20,10,1204.45
4.75,3.59,2.49,30,0.4,60.0,1,30.0,40.0,30,10,1204.73
5.6,3.89,2.59,30,0.53,70.0,7,40.0,40.0,20,40,1205.93
5.22,3.68,2.19,30,0.41,60.0,12,30.0,40.0,10,10,1208.28
5.08,3.76,2.6,30,0.5,60.0,11,30.0,40.0,30,10,1208.47
4.71,3.45,2.32,30,0.37,80.0,1,40.0,40.0,30,10,1209.04
5.07,3.56,2.39,30,0.4,60.0,14,30.0,40.0,20,10,1209.36
5.15,3.71,2.33,30,0.41,90.0,5,40.0,40.0,30,10,1211.1
4.88,3.25,2.03,30,0.32,100.0,4,30.0,40.0,10,20,1211.41
5.07,3.36,2.37,30,0.4,70.0,3,30.0,30.0,30,20,1212.17
4.71,3.52,2.43,30,0.4,70.0,14,30.0,40.0,20,40,1187.06
5.63,4.23,2.97,30,0.71,40.0,4,40.0,40.0,40,10,1188.14
4.8,3.55,2.42,30,0.4,50.0,14,40.0,30.0,30,10,1188.41
4.98,3.53,2.29,30,0.4,80.0,5,40.0,40.0,20,10,1188.42
5.15,3.86,2.58,30,0.5,60.0,5,30.0,30.0,30,10,1188.76
5.02,3.6,2.2,30,0.4,60.0,14,30.0,40.0,20,10,1190.44
4.92,3.61,2.46,30,0.41,70.0,14,40.0,40.0,30,20,1190.98
5.33,3.63,2.57,30,0.5,40.0,1,30.0,40.0,20,10,1191.53
4.88,3.66,2.32,30,0.4,60.0,3,40.0,30.0,20,10,1191.82
4.91,3.56,2.35,30,0.4,60.0,3,40.0,40.0,30,10,1191.82
4.59,3.39,2.3,30,0.33,90.0,1,40.0,40.0,30,10,1192.45
5.69,3.78,2.54,30,0.53,90.0,7,40.0,40.0,30,60,1192.53
5.34,3.47,2.23,30,0.41,90.0,11,40.0,40.0,30,20,1193.06
5.33,3.89,2.53,30,0.51,70.0,7,40.0,40.0,30,20,1193.29
4.9,3.58,2.39,30,0.41,80.0,14,40.0,30.0,30,10,1281.14
5.06,3.75,2.57,30,0.5,80.0,5,30.0,40.0,20,40,1281.19
5.22,3.73,2.44,30,0.45,70.0,12,40.0,30.0,30,40,1281.8
4.89,3.59,2.38,30,0.39,90.0,12,40.0,40.0,30,10,1281.83
5.59,3.65,2.49,30,0.51,50.0,11,40.0,40.0,30,20,1281.9
5.16,3.87,2.64,30,0.5,50.0,11,40.0,40.0,20,10,1281.93
4.96,3.53,2.26,30,0.37,90.0,1,40.0,40.0,20,10,1282.25
5.01,3.58,2.35,30,0.41,80.0,12,40.0,30.0,20,10,1282.56
4.81,3.62,2.46,30,0.41,70.0,1,40.0,30.0,30,10,1282.57
4.96,3.54,2.39,30,0.4,70.0,4,40.0,40.0,30,40,1283.05
5.24,3.54,2.27,30,0.42,80.0,5,40.0,40.0,20,10,1283.45
5.04,3.51,2.33,30,0.4,60.0,4,30.0,40.0,20,10,1283.79
5.18,3.55,2.28,30,0.4,90.0,3,40.0,40.0,30,10,1283.86
4.63,3.42,2.17,30,0.32,100.0,4,40.0,40.0,30,10,1283.94
4.7,3.6,2.45,30,0.4,70.0,14,30.0,30.0,20,10,1284.45
4.93,3.54,2.4,30,0.4,70.0,3,40.0,40.0,20,10,1261.48
5.21,3.54,2.34,30,0.4,70.0,3,40.0,40.0,20,10,1261.48
5.28,3.5,2.2,30,0.4,70.0,3,40.0,40.0,20,10,1261.48
5.09,3.49,2.28,30,0.41,80.0,3,40.0,30.0,20,10,1262.33
5.36,3.78,2.36,30,0.45,100.0,5,40.0,40.0,30,20,1262.77
5.42,3.44,2.26,30,0.4,70.0,1,30.0,30.0,20,10,1262.8
5.17,3.62,2.29,30,0.4,60.0,1,30.0,40.0,20,10,1263.48
4.84,3.55,2.38,30,0.4,80.0,14,40.0,40.0,30,10,1263.48
4.79,3.49,2.49,30,0.4,70.0,1,30.0,40.0,30,10,1263.58
5.35,3.48,2.18,30,0.41,50.0,12,40.0,40.0,30,10,1263.82
4.98,3.78,2.64,30,0.5,80.0,11,30.0,40.0,20,10,1263.99
4.83,3.59,2.45,30,0.4,60.0,12,40.0,30.0,30,10,1264.15
4.8,3.21,2.18,30,0.32,100.0,4,40.0,40.0,30,10,1264.41
4.91,3.65,2.22,30,0.4,70.0,1,30.0,40.0,20,20,1264.81
5.31,3.44,2.29,30,0.4,100.0,3,40.0,40.0,30,20,1264.81
4.99,3.64,2.28,30,0.4,70.0,5,40.0,40.0,30,40,1166.12
5.19,3.42,2.28,30,0.4,80.0,5,40.0,40.0,30,20,1166.15
5.08,3.59,2.39,30,0.42,70.0,5,40.0,40.0,20,10,1166.37
4.67,3.19,2.18,30,0.32,90.0,1,40.0,40.0,30,10,1166.56
4.85,3.18,2.17,30,0.32,80.0,4,40.0,40.0,30,10,1166.56
4.45,3.27,2.14,30,0.3,90.0,4,40.0,30.0,30,10,1168.47
4.68,3.44,2.26,30,0.34,90.0,1,40.0,40.0,20,10,1168.91
4.48,3.3,2.24,30,0.32,90.0,4,40.0,40.0,30,10,1169.31
5.19,3.65,2.28,30,0.4,80.0,3,40.0,40.0,30,40,1169.48
4.73,3.52,2.44,30,0.4,70.0,12,30.0,30.0,30,20,1169.5
4.65,3.6,2.49,30,0.4,90.0,12,40.0,30.0,20,20,1169.51
4.74,3.5,2.22,30,0.35,90.0,1,40.0,40.0,30,10,1169.67
4.92,3.63,2.44,30,0.41,60.0,4,40.0,40.0,30,40,1170.21
5.1,3.65,2.19,30,0.39,60.0,4,30.0,30.0,30,10,1170.53
5.59,4.14,2.79,30,0.61,60.0,13,40.0,40.0,30,20,1170.6
5.41,3.53,2.19,30,0.41,60.0,1,40.0,30.0,30,40,1309.48
5.53,3.5,2.3,30,0.41,90.0,12,30.0,30.0,20,60,1309.56
4.99,3.54,2.39,30,0.4,90.0,1,40.0,30.0,30,10,1310.1
4.86,3.57,2.38,30,0.4,90.0,12,40.0,40.0,20,20,1310.12
4.97,3.67,2.39,30,0.41,70.0,14,40.0,40.0,40,10,1310.14
5.04,3.69,2.35,30,0.41,70.0,14,40.0,30.0,30,10,1310.14
5.37,3.37,2.07,30,0.4,60.0,1,30.0,40.0,10,10,1310.19
5.26,3.48,2.17,30,0.4,70.0,12,40.0,40.0,30,20,1310.19
5.8,3.71,2.19,30,0.5,70.0,11,30.0,30.0,20,20,1310.61
5.42,3.85,2.38,30,0.5,80.0,5,30.0,30.0,10,10,1310.72
5.23,3.41,2.21,30,0.4,90.0,3,40.0,40.0,30,10,1310.78
5.91,3.75,2.22,30,0.52,100.0,7,30.0,30.0,30,40,1310.83
5.15,3.8,2.6,30,0.5,60.0,11,40.0,40.0,30,20,1311.52
5.91,4.13,2.71,30,0.63,80.0,13,40.0,40.0,40,20,1406.85
4.97,3.67,2.39,30,0.42,80.0,12,40.0,30.0,20,10,1406.96
5.15,3.5,2.37,30,0.4,70.0,4,40.0,40.0,30,10,1407.43
5.83,3.89,2.66,30,0.6,50.0,11,40.0,30.0,20,10,1407.79
5.03,3.8,2.65,30,0.5,90.0,11,30.0,40.0,30,10,1407.85
4.73,3.49,2.5,30,0.4,90.0,1,30.0,40.0,30,10,1408.11
5.19,3.44,2.34,30,0.41,70.0,14,40.0,40.0,30,10,1408.65
5.21,3.85,2.51,30,0.5,50.0,5,40.0,40.0,30,10,1408.72
5.18,3.83,2.61,30,0.5,50.0,12,40.0,40.0,30,10,1409.15
5.13,3.79,2.59,30,0.5,90.0,5,40.0,40.0,30,60,1409.15
5.72,3.75,2.38,30,0.52,50.0,5,40.0,40.0,30,10,1409.53
4.77,3.52,2.37,30,0.4,90.0,14,40.0,40.0,40,10,1409.6
5.21,3.94,2.39,30,0.5,50.0,12,30.0,30.0,10,20,1410.46
5.11,3.37,2.35,30,0.4,80.0,4,30.0,40.0,30,10,1410.85
5.2,3.61,2.25,30,0.42,90.0,3,40.0,40.0,30,10,1412.05
5.15,3.47,2.28,30,0.41,80.0,4,40.0,40.0,30,10,1695.48
5.31,3.92,2.56,30,0.5,60.0,1,40.0,30.0,30,10,1696.22
5.45,3.6,2.35,30,0.46,90.0,1,40.0,40.0,20,10,1697.1
5.28,3.86,2.49,30,0.51,90.0,5,40.0,30.0,30,10,1697.25
5.66,4.2,2.6,30,0.61,50.0,4,40.0,40.0,30,40,1697.76
5.13,3.79,2.58,30,0.5,80.0,1,40.0,40.0,30,20,1698.05
5.36,3.93,2.69,30,0.56,90.0,5,40.0,40.0,30,10,1698.43
5.86,3.98,2.68,30,0.59,100.0,5,40.0,40.0,20,10,1698.66
5.59,3.71,2.43,30,0.5,70.0,4,40.0,30.0,20,10,1698.83
5.09,3.89,2.75,30,0.5,80.0,1,20.0,40.0,30,20,1699.36
5.34,3.94,2.38,30,0.5,70.0,4,30.0,40.0,30,40,1699.36
5.2,3.79,2.59,30,0.5,70.0,4,40.0,40.0,30,40,1699.36
5.47,3.59,2.43,30,0.47,90.0,12,40.0,40.0,30,10,1699.57
5.38,3.97,2.52,30,0.5,70.0,4,40.0,30.0,20,10,1700.64
5.12,3.83,2.65,30,0.5,60.0,3,30.0,40.0,30,10,1701.95
5.01,3.47,2.37,30,0.4,70.0,14,40.0,40.0,30,10,1423.71
5.04,3.8,2.66,30,0.5,70.0,5,30.0,30.0,20,10,1423.83
5.44,4.02,2.74,30,0.59,60.0,7,40.0,30.0,40,10,1423.84
5.63,3.68,2.51,30,0.52,90.0,11,40.0,40.0,30,60,1424.25
5.71,3.77,2.41,30,0.52,60.0,11,40.0,40.0,30,40,1424.25
5.27,3.46,2.2,30,0.4,80.0,14,40.0,40.0,30,10,1424.4
5.26,3.88,2.64,30,0.52,80.0,11,40.0,40.0,30,10,1424.73
5.15,3.88,2.56,30,0.5,70.0,11,40.0,30.0,20,10,1424.77
5.2,3.47,2.38,30,0.41,70.0,4,30.0,30.0,20,20,1425.16
4.87,3.58,2.44,30,0.41,70.0,4,40.0,40.0,20,20,1425.16
5.42,3.62,2.24,30,0.42,70.0,12,40.0,20.0,20,10,1425.46
5.37,3.89,2.59,30,0.5,60.0,5,30.0,40.0,30,10,1425.61
5.67,3.61,2.42,30,0.51,80.0,11,40.0,40.0,20,20,1425.72
