Depth,Height,Width,Shape,Weight,Clarity,Colour,Cut,Polish,Symmetry,Fluorescence,Price
4.15,4.11,2.77,80,0.4,60.0,1,40.0,30.0,30,10,1312.12
4.26,4.22,3.07,80,0.5,90.0,11,40.0,40.0,20,10,1312.31
4.44,4.37,3.1,80,0.5,40.0,14,40.0,40.0,30,20,1312.45
4.51,4.37,2.87,80,0.5,40.0,14,40.0,40.0,20,10,1312.45
4.15,4.09,2.89,80,0.4,50.0,4,40.0,40.0,30,10,1312.79
4.4,4.36,3.07,80,0.5,50.0,5,40.0,30.0,30,10,1313.99
4.24,4.17,3.03,80,0.5,80.0,11,40.0,40.0,30,10,1314.9
4.34,4.31,3.14,80,0.51,60.0,11,40.0,40.0,20,10,1315.39
3.98,3.92,2.91,80,0.4,60.0,1,30.0,40.0,30,10,1315.53
4.2,4.15,2.95,80,0.41,80.0,14,40.0,30.0,30,10,1315.73
4.51,4.49,3.25,80,0.55,40.0,5,40.0,40.0,30,10,1315.77
4.27,4.15,2.88,80,0.42,70.0,3,40.0,40.0,30,10,1316.16
4.26,4.25,3.06,80,0.5,50.0,5,30.0,40.0,10,10,1316.56
4.22,4.19,3.15,80,0.5,60.0,14,30.0,40.0,30,20,1658.74
4.5,4.42,3.15,80,0.51,60.0,14,40.0,40.0,30,10,1658.8
5.29,5.21,3.87,80,1.0,50.0,17,30.0,40.0,20,20,1659.18
4.52,4.47,3.22,80,0.52,60.0,12,40.0,40.0,30,60,1659.8
4.23,4.2,3.04,80,0.5,80.0,14,40.0,30.0,20,10,1659.84
4.34,4.26,3.08,80,0.51,50.0,12,40.0,40.0,30,10,1660.21
4.65,4.64,3.47,80,0.7,60.0,7,30.0,40.0,30,10,1660.78
4.46,4.44,3.13,80,0.53,50.0,12,40.0,30.0,30,10,1661.02
4.41,4.36,3.15,80,0.51,50.0,1,40.0,40.0,20,10,1661.03
4.41,4.35,3.17,80,0.5,50.0,12,40.0,40.0,30,10,1661.42
4.36,4.3,3.07,80,0.52,90.0,5,40.0,40.0,20,20,1661.47
4.81,4.78,3.47,80,0.7,50.0,13,40.0,40.0,40,10,1661.83
4.51,4.49,3.17,80,0.5,60.0,4,30.0,30.0,20,10,1662.99
5.1,5.07,3.71,80,0.8,40.0,13,40.0,30.0,20,20,1663.1
4.33,4.25,3.07,80,0.5,70.0,3,40.0,40.0,20,10,1663.91
4.5,4.48,3.24,80,0.5,60.0,12,40.0,40.0,20,10,1732.44
4.36,4.28,3.12,80,0.5,60.0,12,40.0,30.0,20,10,1732.44
4.28,4.19,3.11,80,0.51,60.0,14,30.0,40.0,20,10,1732.55
4.52,4.51,3.19,80,0.51,60.0,3,40.0,30.0,30,10,1732.6
4.38,4.37,3.05,80,0.5,60.0,14,40.0,40.0,30,10,1733.48
4.44,4.37,3.22,80,0.5,60.0,1,30.0,40.0,30,10,1734.2
4.79,4.76,3.42,80,0.7,40.0,14,40.0,30.0,20,10,1735.41
4.33,4.26,3.1,80,0.5,70.0,12,40.0,40.0,20,10,1735.83
4.35,4.3,3.11,80,0.52,60.0,3,40.0,40.0,20,10,1738.11
4.43,4.36,3.08,80,0.5,60.0,14,40.0,40.0,30,10,1738.17
4.24,4.15,3.09,80,0.5,60.0,12,30.0,40.0,30,20,1738.37
4.45,4.44,3.07,80,0.5,60.0,1,40.0,40.0,30,10,1738.38
4.34,4.25,2.98,80,0.5,60.0,14,40.0,40.0,30,10,1739.01
4.34,4.28,3.11,80,0.5,50.0,4,40.0,40.0,30,10,1739.01
4.38,4.31,3.13,80,0.5,60.0,3,40.0,40.0,30,10,1739.08
4.74,4.73,3.54,80,0.7,40.0,11,30.0,40.0,30,10,1812.12
4.5,4.45,3.2,80,0.51,70.0,12,40.0,40.0,20,10,1812.78
4.47,4.45,3.22,80,0.52,60.0,1,40.0,40.0,30,10,1813.12
4.57,4.49,3.02,80,0.52,70.0,12,40.0,40.0,30,10,1814.98
4.36,4.34,3.14,80,0.5,60.0,12,40.0,40.0,30,10,1815.26
4.34,4.28,3.12,80,0.5,60.0,1,40.0,30.0,20,10,1815.28
4.36,4.3,3.13,80,0.52,60.0,14,40.0,40.0,30,10,1816.14
4.47,4.44,3.24,80,0.6,70.0,5,40.0,40.0,40,10,1816.83
4.54,4.48,3.11,80,0.51,60.0,14,40.0,30.0,30,10,1817.02
4.44,4.41,3.1,80,0.5,70.0,4,40.0,40.0,30,10,1817.35
4.5,4.43,3.15,80,0.51,80.0,3,40.0,40.0,30,10,1817.61
5.08,4.99,3.42,80,0.69,50.0,11,40.0,40.0,30,10,1818.08
4.53,4.47,3.25,80,0.56,80.0,3,40.0,40.0,30,10,1823.39
4.37,4.3,3.11,80,0.5,60.0,12,40.0,30.0,20,10,1824.49
4.36,4.24,3.08,80,0.5,60.0,12,40.0,40.0,20,10,1824.49
4.48,4.46,3.18,80,0.51,50.0,11,40.0,40.0,20,10,1272.38
4.67,4.59,3.35,80,0.59,50.0,11,40.0,40.0,30,10,1276.14
4.28,4.16,2.99,80,0.41,80.0,14,40.0,20.0,20,10,1276.25
4.4,4.35,3.15,80,0.5,40.0,14,40.0,30.0,30,10,1280.41
4.28,4.2,3.09,80,0.5,60.0,5,30.0,30.0,20,10,1280.41
4.17,4.09,2.95,80,0.4,70.0,3,40.0,40.0,30,10,1281.78
4.14,4.1,3.23,80,0.5,70.0,11,20.0,40.0,20,20,1282.85
4.28,4.24,3.08,80,0.5,60.0,11,40.0,40.0,30,10,1283.0
4.27,4.26,3.07,80,0.5,60.0,11,40.0,30.0,20,10,1283.61
3.96,3.85,2.88,80,0.4,60.0,4,30.0,40.0,20,10,1283.79
4.23,4.18,2.91,80,0.42,50.0,1,40.0,40.0,30,10,1284.2
4.68,4.63,3.46,80,0.71,60.0,17,30.0,40.0,30,10,1284.91
4.22,4.15,2.95,80,0.4,80.0,14,40.0,30.0,20,20,1285.79
4.31,4.19,2.89,80,0.41,80.0,3,40.0,40.0,30,10,1285.89
4.31,4.25,2.99,80,0.5,60.0,11,40.0,30.0,30,10,1286.19
4.69,4.63,3.34,80,0.6,50.0,12,40.0,40.0,20,20,1833.75
4.65,4.56,3.31,80,0.59,70.0,5,40.0,40.0,20,10,1834.71
4.41,4.38,3.16,80,0.51,50.0,1,40.0,40.0,30,10,1835.29
4.31,4.24,3.07,80,0.5,70.0,3,40.0,40.0,30,10,1836.29
4.43,4.35,3.17,80,0.5,70.0,3,40.0,40.0,30,10,1836.29
4.45,4.39,3.04,80,0.5,90.0,3,40.0,40.0,30,10,1837.18
4.33,4.29,3.11,80,0.5,60.0,12,40.0,40.0,30,10,1837.89
4.35,4.33,3.05,80,0.5,70.0,14,40.0,40.0,30,20,1837.89
4.49,4.46,3.08,80,0.5,60.0,12,40.0,30.0,30,10,1838.77
5.04,5.04,3.95,80,0.92,70.0,10,20.0,40.0,30,10,1839.55
4.27,4.26,3.07,80,0.5,80.0,3,40.0,40.0,30,10,1840.41
5.01,4.93,3.39,80,0.7,40.0,12,30.0,30.0,10,20,1841.97
5.28,5.27,3.84,80,1.01,30.0,13,40.0,40.0,30,20,1842.25
4.3,4.23,3.09,80,0.5,60.0,12,40.0,40.0,30,10,1843.82
4.33,4.25,3.05,80,0.51,80.0,14,40.0,30.0,20,10,1844.82
4.02,3.96,2.84,80,0.4,50.0,4,40.0,40.0,30,10,1241.81
4.56,4.5,3.21,80,0.56,60.0,7,40.0,40.0,20,10,1242.86
5.29,5.28,3.85,80,1.01,40.0,6,40.0,30.0,30,10,1247.81
4.07,4.0,2.92,80,0.4,50.0,4,40.0,40.0,30,10,1247.9
4.22,4.16,3.07,80,0.5,40.0,11,30.0,40.0,30,10,1248.17
4.4,4.32,3.13,80,0.51,70.0,7,40.0,40.0,30,10,1248.17
4.04,3.99,2.89,80,0.41,50.0,1,40.0,40.0,30,10,1248.5
4.21,4.15,3.25,80,0.5,70.0,11,20.0,40.0,20,10,1248.96
4.46,4.43,3.01,80,0.52,70.0,7,40.0,40.0,30,20,1250.19
4.33,4.32,3.08,80,0.5,40.0,14,40.0,30.0,20,20,1251.53
4.35,4.31,3.12,80,0.5,70.0,11,40.0,40.0,20,10,1251.53
4.53,4.48,3.04,80,0.53,40.0,5,40.0,40.0,30,20,1252.19
4.57,4.53,3.29,80,0.6,70.0,13,40.0,40.0,30,10,1253.76
4.4,4.34,3.14,80,0.51,50.0,11,40.0,40.0,40,10,1254.22
4.27,4.25,3.08,80,0.47,50.0,3,40.0,40.0,20,10,1255.45
4.46,4.39,3.11,80,0.51,70.0,12,40.0,40.0,30,10,1782.61
4.35,4.3,3.09,80,0.5,60.0,12,40.0,40.0,20,10,1782.97
4.46,4.44,2.99,80,0.51,70.0,1,40.0,40.0,20,40,1784.47
4.31,4.29,3.09,80,0.52,80.0,14,40.0,40.0,20,10,1784.67
4.38,4.35,2.92,80,0.5,60.0,1,40.0,40.0,20,10,1785.62
4.8,4.67,3.49,80,0.7,50.0,11,30.0,30.0,30,10,1786.14
4.44,4.37,3.02,80,0.5,60.0,3,40.0,40.0,30,10,1786.5
4.51,4.44,3.0,80,0.5,60.0,12,40.0,40.0,20,10,1788.02
4.36,4.28,3.07,80,0.52,60.0,12,40.0,40.0,20,10,1788.21
4.47,4.41,3.03,80,0.51,60.0,12,40.0,40.0,30,20,1788.78
4.4,4.32,3.14,80,0.53,70.0,3,40.0,30.0,30,10,1789.27
4.25,4.24,3.08,80,0.5,60.0,1,40.0,40.0,30,10,1789.73
4.4,4.36,3.17,80,0.5,70.0,3,40.0,40.0,30,10,1789.85
4.27,4.25,3.07,80,0.51,80.0,14,40.0,40.0,20,20,1791.3
4.56,4.5,3.26,80,0.6,60.0,5,40.0,40.0,30,10,1793.23
4.48,4.45,3.24,80,0.52,60.0,5,40.0,40.0,20,10,1641.28
4.37,4.31,3.14,80,0.52,60.0,5,40.0,40.0,30,10,1642.21
4.43,4.35,3.15,80,0.5,80.0,5,40.0,40.0,30,20,1642.87
4.55,4.53,3.3,80,0.59,50.0,3,40.0,40.0,30,20,1643.2
4.45,4.4,3.15,80,0.5,80.0,5,40.0,30.0,30,10,1645.3
4.32,4.3,3.1,80,0.51,70.0,5,40.0,40.0,30,10,1645.6
4.32,4.27,3.17,80,0.5,50.0,1,30.0,40.0,30,10,1646.18
4.33,4.26,3.17,80,0.5,50.0,1,30.0,40.0,30,10,1646.18
4.16,4.1,2.91,80,0.41,80.0,1,40.0,40.0,30,10,1646.2
4.46,4.39,3.19,80,0.52,50.0,1,40.0,40.0,40,20,1646.55
4.47,4.41,3.15,80,0.52,70.0,5,40.0,40.0,30,10,1646.69
4.66,4.6,3.34,80,0.6,40.0,12,40.0,40.0,20,10,1647.74
4.15,4.07,3.17,80,0.51,80.0,3,20.0,40.0,20,10,1648.09
4.32,4.24,3.04,80,0.51,50.0,12,40.0,40.0,30,10,1649.96
4.51,4.47,3.25,80,0.5,60.0,3,40.0,30.0,30,10,1650.38
4.37,4.34,3.14,80,0.51,50.0,1,40.0,40.0,30,10,1717.94
4.36,4.29,3.2,80,0.51,60.0,3,30.0,40.0,30,10,1717.94
4.48,4.41,3.11,80,0.51,60.0,3,40.0,40.0,20,10,1717.94
4.18,4.17,3.13,80,0.5,60.0,14,30.0,40.0,30,10,1718.73
4.34,4.32,3.14,80,0.5,80.0,3,40.0,30.0,20,10,1718.73
4.24,4.24,3.06,80,0.5,80.0,3,40.0,40.0,20,10,1718.73
4.34,4.24,2.97,80,0.5,70.0,12,30.0,30.0,10,10,1719.74
4.46,4.4,3.05,80,0.5,60.0,3,40.0,40.0,20,10,1720.61
5.0,4.95,3.61,80,0.75,60.0,13,40.0,30.0,20,10,1720.93
4.37,4.35,3.15,80,0.5,80.0,12,40.0,30.0,20,20,1721.32
4.25,4.13,3.09,80,0.5,70.0,3,30.0,40.0,30,10,1722.11
4.55,4.54,3.28,80,0.6,40.0,12,40.0,40.0,30,10,1722.11
4.51,4.43,3.18,80,0.5,70.0,12,40.0,30.0,30,10,1722.29
4.5,4.44,2.99,80,0.5,70.0,14,40.0,40.0,30,10,1723.88
4.43,4.35,3.16,80,0.52,60.0,12,40.0,40.0,30,10,1724.19
4.17,4.13,2.91,80,0.4,90.0,12,40.0,40.0,20,10,1418.92
4.28,4.2,2.96,80,0.42,70.0,1,40.0,40.0,20,10,1420.53
4.39,4.3,3.13,80,0.53,50.0,14,40.0,40.0,30,10,1422.76
4.29,4.27,3.1,80,0.5,50.0,5,40.0,40.0,20,20,1423.0
4.48,4.39,3.19,80,0.52,70.0,11,40.0,40.0,20,10,1423.32
4.22,4.17,2.9,80,0.42,90.0,14,40.0,40.0,30,10,1423.99
4.38,4.31,3.15,80,0.53,90.0,11,40.0,40.0,20,20,1424.37
4.36,4.32,3.14,80,0.5,40.0,4,40.0,40.0,40,10,1424.75
4.27,4.19,3.03,80,0.45,70.0,1,40.0,40.0,30,10,1424.92
4.41,4.38,3.15,80,0.52,50.0,5,40.0,40.0,30,10,1425.99
4.19,4.16,2.9,80,0.41,70.0,14,40.0,40.0,30,10,1426.55
4.26,4.21,3.05,80,0.5,50.0,3,40.0,40.0,30,20,1427.21
4.49,4.4,3.1,80,0.5,40.0,12,40.0,40.0,30,10,1428.05
4.45,4.38,3.15,80,0.51,50.0,1,40.0,40.0,30,10,1428.81
4.47,4.39,3.11,80,0.5,40.0,1,40.0,30.0,20,10,1429.86
4.44,4.32,3.12,80,0.5,50.0,14,30.0,30.0,20,10,1462.86
5.23,5.16,3.85,80,0.96,50.0,17,30.0,40.0,30,60,1462.87
4.31,4.27,3.08,80,0.5,60.0,5,40.0,40.0,20,10,1463.57
4.26,4.21,3.11,80,0.5,60.0,5,30.0,20.0,10,20,1463.57
4.56,4.48,3.13,80,0.5,60.0,5,30.0,40.0,10,10,1463.57
4.21,4.17,3.02,80,0.5,90.0,11,40.0,40.0,20,10,1463.57
