Id,Shape,Weight,Clarity,Colour,Cut,Polish,Symmetry,Fluorescence,Messurements,Price
210045-116,PEAR,3,SI2,FANCY,EX,EX,VG,N,12.30-7.71×4.60,"16,751.62"
201166-311,PEAR,1.5,SI2,H,VG,VG,VG,N,9.99-6.10×3.89,"6,493.52"
210273-61,PEAR,1,VS2,G,VG,VG,GD,N,9.48-5.45×3.26,"6,495.53"
210369-103,PEAR,1,VS1,I,EX,EX,EX,N,8.90-5.46×3.36,"6,497.14"
210470-424,PEAR,1.2,SI2,H,EX,EX,VG,N,9.14-6.02×3.61,"6,497.45"
1797429,PEAR,0.9,VS1,F,EX,EX,VG,N,8.27-5.40×3.39,"6,503.29"
210395-59,PEAR,1.2,VS2,I,VG,EX,VG,F,8.63-5.84×3.73,"6,514.30"
210493-727,PEAR,1,VS2,G,GD,EX,GD,M,8.05-5.27×3.61,"6,516.35"
211147-211,PEAR,1,SI1,D,VG,EX,VG,F,8.60-5.53×3.51,"6,518.33"
210511-31,PEAR,1.71,SI1,M,EX,EX,EX,F,11.12-6.55×3.92,"6,541.45"
210470-212,PEAR,1,SI1,D,VG,EX,VG,N,8.43-5.53×3.38,"6,548.07"
210129-37,PEAR,2.29,SI2,U-V,EX,EX,EX,F,10.85-7.22×4.50,"6,560.13"
211174-39,PEAR,1,VVS2,I,EX,EX,EX,N,8.52-5.50×3.46,"6,571.50"
200687-75,PEAR,1.2,SI2,F,VG,EX,VG,N,8.84-5.90×3.77,"6,582.87"
210184-190,PEAR,1,VS1,H,EX,EX,EX,F,8.45-5.47×3.44,"6,599.13"
210052-402,PEAR,1,VS1,E,VG,EX,EX,ST,8.79-5.33×3.40,"6,608.60"
1793305,PEAR,0.9,SI1,H,VG,EX,VG,N,7.96-5.38×3.42,"4,413.30"
1794673,PEAR,0.7,VS1,E,EX,EX,VG,N,8.10-4.76×2.97,"4,420.96"
210419-174,PEAR,0.96,SI2,F,VG,EX,VG,F,8.27-5.44×3.43,"4,429.69"
210554-329,PEAR,1,SI2,G,VG,EX,VG,M,8.32-5.62×3.46,"4,430.27"
1768058,PEAR,0.9,SI2,D,EX,EX,VG,F,8.64-5.39×3.23,"4,431.08"
200743-197,PEAR,1.01,SI2,E,EX,VG,VG,N,8.79-5.67×3.54,"4,431.54"
213057-128,PEAR,1,SI2,G,EX,VG,VG,F,9.06-5.58×3.34,"4,434.76"
1756622,PEAR,0.9,SI2,F,EX,EX,EX,N,8.36-5.43×3.37,"4,438.62"
